Pincode,Prefr,ABFL,Hero Fincorp,Poonwalla Stpl
742166,Yes,No,No,Yes
742164,Yes,No,No,Yes
742161,Yes,No,No,Yes
742160,Yes,No,No,Yes
742151,Yes,No,No,Yes
742140,Yes,No,No,Yes
742136,Yes,No,No,Yes
742132,Yes,No,No,Yes
742123,Yes,No,No,Yes
742121,Yes,No,No,Yes
742113,Yes,No,No,Yes
811214,Yes,No,No,Yes
813321,Yes,No,No,Yes
813212,Yes,No,No,Yes
811213,Yes,No,No,Yes
721467,Yes,No,No,Yes
721457,Yes,No,No,Yes
721426,Yes,No,No,Yes
721242,Yes,No,No,Yes
721232,Yes,No,No,Yes
721161,Yes,No,No,Yes
721157,Yes,No,No,Yes
721153,Yes,No,No,Yes
721146,Yes,No,No,Yes
721128,Yes,No,No,Yes
721658,Yes,No,No,Yes
721656,Yes,No,No,Yes
721653,Yes,No,No,Yes
721648,Yes,No,No,Yes
721647,Yes,No,No,Yes
721646,Yes,No,No,Yes
721643,Yes,No,No,Yes
721642,Yes,No,No,Yes
721637,Yes,No,No,Yes
721629,Yes,No,No,Yes
721625,Yes,No,No,Yes
721624,Yes,No,No,Yes
721606,Yes,No,No,Yes
721603,Yes,No,No,Yes
721458,Yes,No,No,Yes
721447,Yes,No,No,Yes
721442,Yes,No,No,Yes
721440,Yes,No,No,Yes
721438,Yes,No,No,Yes
721420,Yes,No,No,Yes
721406,Yes,No,No,Yes
721405,Yes,No,No,Yes
721404,Yes,No,No,Yes
721403,Yes,No,No,Yes
721402,Yes,No,No,Yes
721171,Yes,No,No,Yes
721158,Yes,No,No,Yes
721154,Yes,No,No,Yes
721137,Yes,No,No,Yes
721130,Yes,No,No,Yes
757107,Yes,No,No,Yes
757106,Yes,No,No,Yes
757105,Yes,No,No,Yes
757086,Yes,No,No,Yes
757077,Yes,No,No,Yes
757075,Yes,No,No,Yes
757053,Yes,No,No,Yes
757049,Yes,No,No,Yes
757048,Yes,No,No,Yes
757046,Yes,No,No,Yes
757045,Yes,No,No,Yes
757039,Yes,No,No,Yes
757029,Yes,No,No,Yes
757018,Yes,No,No,Yes
757002,Yes,No,No,Yes
609301,Yes,No,No,Yes
276405,Yes,No,No,Yes
276402,Yes,No,No,Yes
276306,Yes,No,No,Yes
275307,Yes,No,No,Yes
275306,Yes,No,No,Yes
275305,Yes,No,No,Yes
275304,Yes,No,No,Yes
275303,Yes,No,No,Yes
275302,Yes,No,No,Yes
275301,Yes,No,No,Yes
275105,Yes,No,No,Yes
275103,Yes,No,No,Yes
221602,Yes,No,No,Yes
221601,Yes,No,No,Yes
151506,Yes,No,No,Yes
151505,Yes,No,No,Yes
151501,Yes,No,No,Yes
732144,Yes,No,No,Yes
732207,Yes,No,No,Yes
205001,Yes,No,No,Yes
205121,Yes,No,No,Yes
210504,Yes,No,No,Yes
210426,Yes,No,No,Yes
210425,Yes,No,No,Yes
210421,Yes,No,No,Yes
493555,Yes,No,No,Yes
273311,Yes,No,No,Yes
506103,Yes,No,No,Yes
506102,Yes,No,No,Yes
852213,Yes,No,No,Yes
852132,Yes,No,No,Yes
852112,Yes,No,No,Yes
835213,Yes,No,No,Yes
284501,Yes,No,No,Yes
284406,Yes,No,No,Yes
284405,Yes,No,No,Yes
284402,Yes,No,No,Yes
284136,Yes,No,No,Yes
284125,Yes,No,No,Yes
284124,Yes,No,No,Yes
284123,Yes,No,No,Yes
284122,Yes,No,No,Yes
811107,Yes,No,No,Yes
811106,Yes,No,No,Yes
274309,Yes,No,No,Yes
274308,Yes,No,No,Yes
274307,Yes,No,No,Yes
172033,Yes,No,No,Yes
497557,Yes,No,No,Yes
497447,Yes,No,No,Yes
497339,Yes,No,No,Yes
764027,Yes,No,No,Yes
583237,Yes,No,No,Yes
583233,Yes,No,No,Yes
583232,Yes,No,No,Yes
583230,Yes,No,No,Yes
583226,Yes,No,No,Yes
825407,Yes,No,No,Yes
825132,Yes,No,No,Yes
855117,Yes,No,No,Yes
855106,Yes,No,No,Yes
835216,Yes,No,No,Yes
752035,Yes,No,No,Yes
387640,Yes,No,No,Yes
387360,Yes,No,No,Yes
387330,Yes,No,No,Yes
851220,Yes,No,No,Yes
851215,Yes,No,No,Yes
851212,Yes,No,No,Yes
851206,Yes,No,No,Yes
758086,Yes,No,No,Yes
758085,Yes,No,No,Yes
758084,Yes,No,No,Yes
758082,Yes,No,No,Yes
758081,Yes,No,No,Yes
758080,Yes,No,No,Yes
758076,Yes,No,No,Yes
758046,Yes,No,No,Yes
758045,Yes,No,No,Yes
758044,Yes,No,No,Yes
758041,Yes,No,No,Yes
758040,Yes,No,No,Yes
758037,Yes,No,No,Yes
758036,Yes,No,No,Yes
758030,Yes,No,No,Yes
758026,Yes,No,No,Yes
758019,Yes,No,No,Yes
758016,Yes,No,No,Yes
758015,Yes,No,No,Yes
754205,Yes,No,No,Yes
754289,Yes,No,No,Yes
754248,Yes,No,No,Yes
754240,Yes,No,No,Yes
754239,Yes,No,No,Yes
754220,Yes,No,No,Yes
754218,Yes,No,No,Yes
754216,Yes,No,No,Yes
754215,Yes,No,No,Yes
754214,Yes,No,No,Yes
212213,Yes,No,No,Yes
483990,Yes,No,No,Yes
483442,Yes,No,No,Yes
483334,Yes,No,No,Yes
483332,Yes,No,No,Yes
483331,Yes,No,No,Yes
854317,Yes,No,No,Yes
854117,Yes,No,No,Yes
854116,Yes,No,No,Yes
854113,Yes,No,No,Yes
322255,Yes,No,No,Yes
322251,Yes,No,No,Yes
322243,Yes,No,No,Yes
322204,Yes,No,No,Yes
322203,Yes,No,No,Yes
321610,Yes,No,No,Yes
209301,Yes,No,No,Yes
209125,Yes,No,No,Yes
209112,Yes,No,No,Yes
209747,Yes,No,No,Yes
209738,Yes,No,No,Yes
209735,Yes,No,No,Yes
209729,Yes,No,No,Yes
209726,Yes,No,No,Yes
209724,Yes,No,No,Yes
209720,Yes,No,No,Yes
176107,Yes,No,No,Yes
762104,Yes,No,No,Yes
762102,Yes,No,No,Yes
762027,Yes,No,No,Yes
762010,Yes,No,No,Yes
781035,Yes,No,No,Yes
781016,Yes,No,No,Yes
781010,Yes,No,No,Yes
781354,Yes,No,No,Yes
781137,Yes,No,No,Yes
781136,Yes,No,No,Yes
781135,Yes,No,No,Yes
781132,Yes,No,No,Yes
781129,Yes,No,No,Yes
781127,Yes,No,No,Yes
781124,Yes,No,No,Yes
781123,Yes,No,No,Yes
606203,Yes,No,No,Yes
735231,Yes,No,No,Yes
734503,Yes,No,No,Yes
734315,Yes,No,No,Yes
734314,Yes,No,No,Yes
734311,Yes,No,No,Yes
370670,Yes,No,No,Yes
370660,Yes,No,No,Yes
370645,Yes,No,No,Yes
370641,Yes,No,No,Yes
370620,Yes,No,No,Yes
370490,Yes,No,No,Yes
370475,Yes,No,No,Yes
370450,Yes,No,No,Yes
370427,Yes,No,No,Yes
370150,Yes,No,No,Yes
370145,Yes,No,No,Yes
370135,Yes,No,No,Yes
370115,Yes,No,No,Yes
509135,Yes,No,No,Yes
721143,Yes,No,No,Yes
721125,Yes,No,No,Yes
284304,Yes,No,No,Yes
284302,Yes,No,No,Yes
284206,Yes,No,No,Yes
284203,Yes,No,No,Yes
457777,Yes,No,No,Yes
804434,Yes,No,No,Yes
804432,Yes,No,No,Yes
804429,Yes,No,No,Yes
804418,Yes,No,No,Yes
804406,Yes,No,No,Yes
506170,Yes,No,No,Yes
222145,Yes,No,No,Yes
222126,Yes,No,No,Yes
496338,Yes,No,No,Yes
496336,Yes,No,No,Yes
496334,Yes,No,No,Yes
496224,Yes,No,No,Yes
496223,Yes,No,No,Yes
495686,Yes,No,No,Yes
495669,Yes,No,No,Yes
506175,Yes,No,No,Yes
811316,Yes,No,No,Yes
811313,Yes,No,No,Yes
811301,Yes,No,No,Yes
735305,Yes,No,No,Yes
735233,Yes,No,No,Yes
735232,Yes,No,No,Yes
735228,Yes,No,No,Yes
735223,Yes,No,No,Yes
735212,Yes,No,No,Yes
735210,Yes,No,No,Yes
735206,Yes,No,No,Yes
735205,Yes,No,No,Yes
735202,Yes,No,No,Yes
735121,Yes,No,No,Yes
343049,Yes,No,No,Yes
343048,Yes,No,No,Yes
343040,Yes,No,No,Yes
343039,Yes,No,No,Yes
343030,Yes,No,No,Yes
343027,Yes,No,No,Yes
285223,Yes,No,No,Yes
285205,Yes,No,No,Yes
285203,Yes,No,No,Yes
285202,Yes,No,No,Yes
285130,Yes,No,No,Yes
285129,Yes,No,No,Yes
285127,Yes,No,No,Yes
285125,Yes,No,No,Yes
285124,Yes,No,No,Yes
285122,Yes,No,No,Yes
755017,Yes,No,No,Yes
755010,Yes,No,No,Yes
342310,Yes,No,No,Yes
685620,Yes,No,No,Yes
685619,Yes,No,No,Yes
685616,Yes,No,No,Yes
685615,Yes,No,No,Yes
685614,Yes,No,No,Yes
685613,Yes,No,No,Yes
685612,Yes,No,No,Yes
685609,Yes,No,No,Yes
685604,Yes,No,No,Yes
685603,Yes,No,No,Yes
685602,Yes,No,No,Yes
685601,Yes,No,No,Yes
685595,Yes,No,No,Yes
685591,Yes,No,No,Yes
685590,Yes,No,No,Yes
685589,Yes,No,No,Yes
685586,Yes,No,No,Yes
685582,Yes,No,No,Yes
685581,Yes,No,No,Yes
685571,Yes,No,No,Yes
685535,Yes,No,No,Yes
685532,Yes,No,No,Yes
685531,Yes,No,No,Yes
685512,Yes,No,No,Yes
685509,Yes,No,No,Yes
685505,Yes,No,No,Yes
685503,Yes,No,No,Yes
712617,Yes,No,No,Yes
712615,Yes,No,No,Yes
712614,Yes,No,No,Yes
712613,Yes,No,No,Yes
712611,Yes,No,No,Yes
712504,Yes,No,No,Yes
712417,Yes,No,No,Yes
712413,Yes,No,No,Yes
712152,Yes,No,No,Yes
712135,Yes,No,No,Yes
712122,Yes,No,No,Yes
712121,Yes,No,No,Yes
281104,Yes,No,No,Yes
204214,Yes,No,No,Yes
241406,Yes,No,No,Yes
241405,Yes,No,No,Yes
241403,Yes,No,No,Yes
241401,Yes,No,No,Yes
241303,Yes,No,No,Yes
241302,Yes,No,No,Yes
241125,Yes,No,No,Yes
241122,Yes,No,No,Yes
241121,Yes,No,No,Yes
210506,Yes,No,No,Yes
210502,Yes,No,No,Yes
210501,Yes,No,No,Yes
210432,Yes,No,No,Yes
210430,Yes,No,No,Yes
210428,Yes,No,No,Yes
210422,Yes,No,No,Yes
210341,Yes,No,No,Yes
210301,Yes,No,No,Yes
177601,Yes,No,No,Yes
177042,Yes,No,No,Yes
177020,Yes,No,No,Yes
841508,Yes,No,No,Yes
841437,Yes,No,No,Yes
841413,Yes,No,No,Yes
271603,Yes,No,No,Yes
271602,Yes,No,No,Yes
271601,Yes,No,No,Yes
271401,Yes,No,No,Yes
271312,Yes,No,No,Yes
271311,Yes,No,No,Yes
271309,Yes,No,No,Yes
271308,Yes,No,No,Yes
271304,Yes,No,No,Yes
271209,Yes,No,No,Yes
271129,Yes,No,No,Yes
271126,Yes,No,No,Yes
271123,Yes,No,No,Yes
815313,Yes,No,No,Yes
815317,Yes,No,No,Yes
362710,Yes,No,No,Yes
275205,Yes,No,No,Yes
275202,Yes,No,No,Yes
275201,Yes,No,No,Yes
233311,Yes,No,No,Yes
233310,Yes,No,No,Yes
233301,Yes,No,No,Yes
233234,Yes,No,No,Yes
233233,Yes,No,No,Yes
233232,Yes,No,No,Yes
233229,Yes,No,No,Yes
233228,Yes,No,No,Yes
233227,Yes,No,No,Yes
233225,Yes,No,No,Yes
233224,Yes,No,No,Yes
233222,Yes,No,No,Yes
232341,Yes,No,No,Yes
232340,Yes,No,No,Yes
232339,Yes,No,No,Yes
232336,Yes,No,No,Yes
232333,Yes,No,No,Yes
232332,Yes,No,No,Yes
232328,Yes,No,No,Yes
232325,Yes,No,No,Yes
824221,Yes,No,No,Yes
824217,Yes,No,No,Yes
212652,Yes,No,No,Yes
761209,Yes,No,No,Yes
761151,Yes,No,No,Yes
761141,Yes,No,No,Yes
761140,Yes,No,No,Yes
761132,Yes,No,No,Yes
761125,Yes,No,No,Yes
761122,Yes,No,No,Yes
761120,Yes,No,No,Yes
761119,Yes,No,No,Yes
761118,Yes,No,No,Yes
761117,Yes,No,No,Yes
761116,Yes,No,No,Yes
761115,Yes,No,No,Yes
761109,Yes,No,No,Yes
761055,Yes,No,No,Yes
761052,Yes,No,No,Yes
761041,Yes,No,No,Yes
761035,Yes,No,No,Yes
761028,Yes,No,No,Yes
761025,Yes,No,No,Yes
761019,Yes,No,No,Yes
761006,Yes,No,No,Yes
760011,Yes,No,No,Yes
335804,Yes,No,No,Yes
761016,Yes,No,No,Yes
582210,Yes,No,No,Yes
582203,Yes,No,No,Yes
582118,Yes,No,No,Yes
582112,Yes,No,No,Yes
212658,Yes,No,No,Yes
212657,Yes,No,No,Yes
212650,Yes,No,No,Yes
212641,Yes,No,No,Yes
212635,Yes,No,No,Yes
209749,Yes,No,No,Yes
209739,Yes,No,No,Yes
209652,Yes,No,No,Yes
209601,Yes,No,No,Yes
209505,Yes,No,No,Yes
209504,Yes,No,No,Yes
209501,Yes,No,No,Yes
121106,Yes,No,No,Yes
207244,Yes,No,No,Yes
450551,Yes,No,No,Yes
814151,Yes,No,No,Yes
362570,Yes,No,No,Yes
362540,Yes,No,No,Yes
362520,Yes,No,No,Yes
328023,Yes,No,No,Yes
759039,Yes,No,No,Yes
759029,Yes,No,No,Yes
759028,Yes,No,No,Yes
454660,Yes,No,No,Yes
818142,Yes,No,No,Yes
493776,Yes,No,No,Yes
493662,Yes,No,No,Yes
361330,Yes,No,No,Yes
361325,Yes,No,No,Yes
360590,Yes,No,No,Yes
815357,Yes,No,No,Yes
814157,Yes,No,No,Yes
814150,Yes,No,No,Yes
814149,Yes,No,No,Yes
814122,Yes,No,No,Yes
814116,Yes,No,No,Yes
814115,Yes,No,No,Yes
814113,Yes,No,No,Yes
768109,Yes,No,No,Yes
577521,Yes,No,No,Yes
321613,Yes,No,No,Yes
303511,Yes,No,No,Yes
303510,Yes,No,No,Yes
303508,Yes,No,No,Yes
303315,Yes,No,No,Yes
475682,Yes,No,No,Yes
475673,Yes,No,No,Yes
475335,Yes,No,No,Yes
734222,Yes,No,No,Yes
734215,Yes,No,No,Yes
734103,Yes,No,No,Yes
847237,Yes,No,No,Yes
394720,Yes,No,No,Yes
396220,Yes,No,No,Yes
735301,Yes,No,No,Yes
331023,Yes,No,No,Yes
331518,Yes,No,No,Yes
331503,Yes,No,No,Yes
331411,Yes,No,No,Yes
323303,Yes,No,No,Yes
312627,Yes,No,No,Yes
312205,Yes,No,No,Yes
312203,Yes,No,No,Yes
210209,Yes,No,No,Yes
210202,Yes,No,No,Yes
577535,Yes,No,No,Yes
577597,Yes,No,No,Yes
577596,Yes,No,No,Yes
577554,Yes,No,No,Yes
577543,Yes,No,No,Yes
577538,Yes,No,No,Yes
577537,Yes,No,No,Yes
577533,Yes,No,No,Yes
577529,Yes,No,No,Yes
577523,Yes,No,No,Yes
577518,Yes,No,No,Yes
577515,Yes,No,No,Yes
577550,Yes,No,No,Yes
577182,Yes,No,No,Yes
577181,Yes,No,No,Yes
577179,Yes,No,No,Yes
577175,Yes,No,No,Yes
577168,Yes,No,No,Yes
577160,Yes,No,No,Yes
577146,Yes,No,No,Yes
577145,Yes,No,No,Yes
577144,Yes,No,No,Yes
577138,Yes,No,No,Yes
577137,Yes,No,No,Yes
577136,Yes,No,No,Yes
577135,Yes,No,No,Yes
577134,Yes,No,No,Yes
577133,Yes,No,No,Yes
577132,Yes,No,No,Yes
577131,Yes,No,No,Yes
577130,Yes,No,No,Yes
577129,Yes,No,No,Yes
577128,Yes,No,No,Yes
577127,Yes,No,No,Yes
577125,Yes,No,No,Yes
577123,Yes,No,No,Yes
577122,Yes,No,No,Yes
577121,Yes,No,No,Yes
577120,Yes,No,No,Yes
577117,Yes,No,No,Yes
577114,Yes,No,No,Yes
577113,Yes,No,No,Yes
577112,Yes,No,No,Yes
391168,Yes,No,No,Yes
391156,Yes,No,No,Yes
391152,Yes,No,No,Yes
391130,Yes,No,No,Yes
480559,Yes,No,No,Yes
480555,Yes,No,No,Yes
480337,Yes,No,No,Yes
127312,Yes,No,No,Yes
127307,Yes,No,No,Yes
785688,Yes,No,No,Yes
262309,Yes,No,No,Yes
246488,Yes,No,No,Yes
246486,Yes,No,No,Yes
246483,Yes,No,No,Yes
246482,Yes,No,No,Yes
246481,Yes,No,No,Yes
246474,Yes,No,No,Yes
246473,Yes,No,No,Yes
246472,Yes,No,No,Yes
246455,Yes,No,No,Yes
246453,Yes,No,No,Yes
246449,Yes,No,No,Yes
246446,Yes,No,No,Yes
246444,Yes,No,No,Yes
246441,Yes,No,No,Yes
246440,Yes,No,No,Yes
246435,Yes,No,No,Yes
246431,Yes,No,No,Yes
246429,Yes,No,No,Yes
246426,Yes,No,No,Yes
246424,Yes,No,No,Yes
246422,Yes,No,No,Yes
246401,Yes,No,No,Yes
176302,Yes,No,No,Yes
571490,Yes,No,No,Yes
571457,Yes,No,No,Yes
571443,Yes,No,No,Yes
571441,Yes,No,No,Yes
571440,Yes,No,No,Yes
571320,Yes,No,No,Yes
571126,Yes,No,No,Yes
571123,Yes,No,No,Yes
571117,Yes,No,No,Yes
802136,Yes,No,No,Yes
802135,Yes,No,No,Yes
802134,Yes,No,No,Yes
802131,Yes,No,No,Yes
802130,Yes,No,No,Yes
802129,Yes,No,No,Yes
802128,Yes,No,No,Yes
802127,Yes,No,No,Yes
802126,Yes,No,No,Yes
802122,Yes,No,No,Yes
802120,Yes,No,No,Yes
802119,Yes,No,No,Yes
802118,Yes,No,No,Yes
802115,Yes,No,No,Yes
802111,Yes,No,No,Yes
323616,Yes,No,No,Yes
323615,Yes,No,No,Yes
323603,Yes,No,No,Yes
323301,Yes,No,No,Yes
323026,Yes,No,No,Yes
444312,Yes,No,No,Yes
444306,Yes,No,No,Yes
444304,Yes,No,No,Yes
444204,Yes,No,No,Yes
444202,Yes,No,No,Yes
444201,Yes,No,No,Yes
443403,Yes,No,No,Yes
443401,Yes,No,No,Yes
443308,Yes,No,No,Yes
443304,Yes,No,No,Yes
443206,Yes,No,No,Yes
443204,Yes,No,No,Yes
443202,Yes,No,No,Yes
443112,Yes,No,No,Yes
443002,Yes,No,No,Yes
203399,Yes,No,No,Yes
203389,Yes,No,No,Yes
243726,Yes,No,No,Yes
243723,Yes,No,No,Yes
243636,Yes,No,No,Yes
243632,Yes,No,No,Yes
762024,Yes,No,No,Yes
829129,Yes,No,No,Yes
829128,Yes,No,No,Yes
829127,Yes,No,No,Yes
829115,Yes,No,No,Yes
829113,Yes,No,No,Yes
829112,Yes,No,No,Yes
829107,Yes,No,No,Yes
731223,Yes,No,No,Yes
731129,Yes,No,No,Yes
463111,Yes,No,No,Yes
802315,Yes,No,No,Yes
127309,Yes,No,No,Yes
127027,Yes,No,No,Yes
311023,Yes,No,No,Yes
441907,Yes,No,No,Yes
441805,Yes,No,No,Yes
441803,Yes,No,No,Yes
813231,Yes,No,No,Yes
813225,Yes,No,No,Yes
813223,Yes,No,No,Yes
813113,Yes,No,No,Yes
851225,Yes,No,No,Yes
851219,Yes,No,No,Yes
851122,Yes,No,No,Yes
451449,Yes,No,No,Yes
344037,Yes,No,No,Yes
344022,Yes,No,No,Yes
344035,Yes,No,No,Yes
344031,Yes,No,No,Yes
344024,Yes,No,No,Yes
325224,Yes,No,No,Yes
225415,Yes,No,No,Yes
225413,Yes,No,No,Yes
225404,Yes,No,No,Yes
225403,Yes,No,No,Yes
225207,Yes,No,No,Yes
225201,Yes,No,No,Yes
327031,Yes,No,No,Yes
327022,Yes,No,No,Yes
722157,Yes,No,No,Yes
722155,Yes,No,No,Yes
722151,Yes,No,No,Yes
722140,Yes,No,No,Yes
722135,Yes,No,No,Yes
722134,Yes,No,No,Yes
713513,Yes,No,No,Yes
814131,Yes,No,No,Yes
813207,Yes,No,No,Yes
813202,Yes,No,No,Yes
813103,Yes,No,No,Yes
210201,Yes,No,No,Yes
210126,Yes,No,No,Yes
210125,Yes,No,No,Yes
210123,Yes,No,No,Yes
210122,Yes,No,No,Yes
210120,Yes,No,No,Yes
271215,Yes,No,No,Yes
271210,Yes,No,No,Yes
271208,Yes,No,No,Yes
271207,Yes,No,No,Yes
271206,Yes,No,No,Yes
271203,Yes,No,No,Yes
277504,Yes,No,No,Yes
277503,Yes,No,No,Yes
277502,Yes,No,No,Yes
277501,Yes,No,No,Yes
277403,Yes,No,No,Yes
277402,Yes,No,No,Yes
277401,Yes,No,No,Yes
277301,Yes,No,No,Yes
277216,Yes,No,No,Yes
277214,Yes,No,No,Yes
277213,Yes,No,No,Yes
277210,Yes,No,No,Yes
277209,Yes,No,No,Yes
277207,Yes,No,No,Yes
277205,Yes,No,No,Yes
277203,Yes,No,No,Yes
277201,Yes,No,No,Yes
277124,Yes,No,No,Yes
221718,Yes,No,No,Yes
756087,Yes,No,No,Yes
756086,Yes,No,No,Yes
756085,Yes,No,No,Yes
756084,Yes,No,No,Yes
756079,Yes,No,No,Yes
756060,Yes,No,No,Yes
756039,Yes,No,No,Yes
756037,Yes,No,No,Yes
756033,Yes,No,No,Yes
756028,Yes,No,No,Yes
756023,Yes,No,No,Yes
767032,Yes,No,No,Yes
781366,Yes,No,No,Yes
781365,Yes,No,No,Yes
781364,Yes,No,No,Yes
271904,Yes,No,No,Yes
271881,Yes,No,No,Yes
271830,Yes,No,No,Yes
271806,Yes,No,No,Yes
250625,Yes,No,No,Yes
250621,Yes,No,No,Yes
250620,Yes,No,No,Yes
263679,Yes,No,No,Yes
263641,Yes,No,No,Yes
263640,Yes,No,No,Yes
263639,Yes,No,No,Yes
263635,Yes,No,No,Yes
263634,Yes,No,No,Yes
263633,Yes,No,No,Yes
263632,Yes,No,No,Yes
263631,Yes,No,No,Yes
263630,Yes,No,No,Yes
263628,Yes,No,No,Yes
263620,Yes,No,No,Yes
263619,Yes,No,No,Yes
587116,Yes,No,No,Yes
587331,Yes,No,No,Yes
587330,Yes,No,No,Yes
587316,Yes,No,No,Yes
587315,Yes,No,No,Yes
587312,Yes,No,No,Yes
587207,Yes,No,No,Yes
587206,Yes,No,No,Yes
587204,Yes,No,No,Yes
587202,Yes,No,No,Yes
587156,Yes,No,No,Yes
587155,Yes,No,No,Yes
587154,Yes,No,No,Yes
587124,Yes,No,No,Yes
587122,Yes,No,No,Yes
587121,Yes,No,No,Yes
587120,Yes,No,No,Yes
587117,Yes,No,No,Yes
587115,Yes,No,No,Yes
587114,Yes,No,No,Yes
587113,Yes,No,No,Yes
587112,Yes,No,No,Yes
587111,Yes,No,No,Yes
587104,Yes,No,No,Yes
276406,Yes,No,No,Yes
276403,Yes,No,No,Yes
276302,Yes,No,No,Yes
276208,Yes,No,No,Yes
276206,Yes,No,No,Yes
276205,Yes,No,No,Yes
276143,Yes,No,No,Yes
276140,Yes,No,No,Yes
276139,Yes,No,No,Yes
276136,Yes,No,No,Yes
276135,Yes,No,No,Yes
276131,Yes,No,No,Yes
276128,Yes,No,No,Yes
276127,Yes,No,No,Yes
276125,Yes,No,No,Yes
276121,Yes,No,No,Yes
223226,Yes,No,No,Yes
223223,Yes,No,No,Yes
224234,Yes,No,No,Yes
224228,Yes,No,No,Yes
224208,Yes,No,No,Yes
224207,Yes,No,No,Yes
224203,Yes,No,No,Yes
224202,Yes,No,No,Yes
224201,Yes,No,No,Yes
224195,Yes,No,No,Yes
224189,Yes,No,No,Yes
224188,Yes,No,No,Yes
224182,Yes,No,No,Yes
224158,Yes,No,No,Yes
224153,Yes,No,No,Yes
224127,Yes,No,No,Yes
224121,Yes,No,No,Yes
224119,Yes,No,No,Yes
224117,Yes,No,No,Yes
224116,Yes,No,No,Yes
824301,Yes,No,No,Yes
824218,Yes,No,No,Yes
824216,Yes,No,No,Yes
824143,Yes,No,No,Yes
824130,Yes,No,No,Yes
824129,Yes,No,No,Yes
824123,Yes,No,No,Yes
824122,Yes,No,No,Yes
824114,Yes,No,No,Yes
824103,Yes,No,No,Yes
206255,Yes,No,No,Yes
824127,Yes,No,No,Yes
804420,Yes,No,No,Yes
612905,Yes,No,No,Yes
854333,Yes,No,No,Yes
854318,Yes,No,No,Yes
854316,Yes,No,No,Yes
484886,Yes,No,No,Yes
484336,Yes,No,No,Yes
484220,Yes,No,No,Yes
759147,Yes,No,No,Yes
759127,Yes,No,No,Yes
759119,Yes,No,No,Yes
759118,Yes,No,No,Yes
759105,Yes,No,No,Yes
759102,Yes,No,No,Yes
759037,Yes,No,No,Yes
365630,Yes,No,No,Yes
365620,Yes,No,No,Yes
365460,Yes,No,No,Yes
365450,Yes,No,No,Yes
365410,Yes,No,No,Yes
364525,Yes,No,No,Yes
364521,Yes,No,No,Yes
229802,Yes,No,No,Yes
229801,Yes,No,No,Yes
229304,Yes,No,No,Yes
229135,Yes,No,No,Yes
227817,Yes,No,No,Yes
227815,Yes,No,No,Yes
227811,Yes,No,No,Yes
227807,Yes,No,No,Yes
227412,Yes,No,No,Yes
227411,Yes,No,No,Yes
227407,Yes,No,No,Yes
224238,Yes,No,No,Yes
224235,Yes,No,No,Yes
224232,Yes,No,No,Yes
224230,Yes,No,No,Yes
224227,Yes,No,No,Yes
224210,Yes,No,No,Yes
224183,Yes,No,No,Yes
224168,Yes,No,No,Yes
224159,Yes,No,No,Yes
224157,Yes,No,No,Yes
224155,Yes,No,No,Yes
224145,Yes,No,No,Yes
224137,Yes,No,No,Yes
224132,Yes,No,No,Yes
224129,Yes,No,No,Yes
263680,Yes,No,No,Yes
263678,Yes,No,No,Yes
263676,Yes,No,No,Yes
263667,Yes,No,No,Yes
263665,Yes,No,No,Yes
263664,Yes,No,No,Yes
263663,Yes,No,No,Yes
263661,Yes,No,No,Yes
263660,Yes,No,No,Yes
263659,Yes,No,No,Yes
263658,Yes,No,No,Yes
263656,Yes,No,No,Yes
263655,Yes,No,No,Yes
263653,Yes,No,No,Yes
263652,Yes,No,No,Yes
263651,Yes,No,No,Yes
263646,Yes,No,No,Yes
263645,Yes,No,No,Yes
263643,Yes,No,No,Yes
263638,Yes,No,No,Yes
263637,Yes,No,No,Yes
263636,Yes,No,No,Yes
263629,Yes,No,No,Yes
263626,Yes,No,No,Yes
263625,Yes,No,No,Yes
263623,Yes,No,No,Yes
263622,Yes,No,No,Yes
263621,Yes,No,No,Yes
263601,Yes,No,No,Yes
736205,Yes,No,No,Yes
736203,Yes,No,No,Yes
736202,Yes,No,No,Yes
736201,Yes,No,No,Yes
736182,Yes,No,No,Yes
735227,Yes,No,No,Yes
735216,Yes,No,No,Yes
735213,Yes,No,No,Yes
735208,Yes,No,No,Yes
690534,Yes,No,No,Yes
690108,Yes,No,No,Yes
689521,Yes,No,No,Yes
465550,Yes,No,No,Yes
465449,Yes,No,No,Yes
743611,Yes,No,No,Yes
743378,Yes,No,No,Yes
743374,Yes,No,No,Yes
743373,Yes,No,No,Yes
743357,Yes,No,No,Yes
743356,Yes,No,No,Yes
743354,Yes,No,No,Yes
743336,Yes,No,No,Yes
743312,Yes,No,No,Yes
743446,Yes,No,No,Yes
743439,Yes,No,No,Yes
743429,Yes,No,No,Yes
743427,Yes,No,No,Yes
743292,Yes,No,No,Yes
743291,Yes,No,No,Yes
743286,Yes,No,No,Yes
743262,Yes,No,No,Yes
743223,Yes,No,No,Yes
743124,Yes,No,No,Yes
363035,Yes,No,No,Yes
363002,Yes,No,No,Yes
244720,Yes,No,No,Yes
244717,Yes,No,No,Yes
401205,Yes,No,No,Yes
400609,Yes,No,No,Yes
395015,Yes,No,No,Yes
832119,Yes,No,No,Yes
416429,Yes,No,No,Yes
416317,Yes,No,No,Yes
415418,Yes,No,No,Yes
244303,Yes,No,No,Yes
244302,Yes,No,No,Yes
848220,Yes,No,No,Yes
140128,Yes,No,No,Yes
